iso3,year,gdp_usd,population,inflation_rate,gdp_log,pop_log,node_id
QAT,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,162
ROU,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,163
RUS,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,164
RWA,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,165
S19,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,166
SAU,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,167
SDN,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,168
SEN,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,169
SGP,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,170
SLB,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,171
SLE,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,172
SLV,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,173
SOM,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,175
SRB,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,177
STP,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,179
SUR,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,180
SVK,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,181
SVN,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,182
SWE,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,183
SWZ,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,184
SYC,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,186
SYR,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,187
TCA,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,188
TCD,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,189
TGO,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,190
THA,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,191
TJK,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,192
TKM,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,194
TLS,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,195
TON,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,196
TTO,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,197
TUN,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,198
TUR,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,199
TUV,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,200
TZA,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,201
UGA,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,202
UKR,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,203
URY,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,205
USA,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,206
UZB,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,207
VCT,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,208
VEN,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,209
VGB,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,210
VNM,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,211
VUT,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,212
WSM,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,214
YEM,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,215
ZAF,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,216
ZMB,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,217
ZWE,2014,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,218
_X,2014,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,219
AFG,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,1
AGO,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,2
AIA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,3
ALB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,4
ARE,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,6
ARG,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,7
ARM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,8
ASM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,9
ATG,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,10
AUS,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,11
AUT,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,12
AZE,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,13
BDI,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,14
BEL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,15
BEN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,16
BFA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,17
BGD,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,18
BGR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,19
BHR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,20
BHS,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,21
BIH,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,22
BLR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,23
BLZ,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,24
BMU,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,25
BOL,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,26
BRA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,27
BRB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,28
BRN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,29
BTN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,30
BWA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,31
CAF,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,32
CAN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,33
CHE,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,34
CHL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,35
CHN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,36
CIV,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,37
CMR,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,38
COD,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,39
COG,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,40
COL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,42
COM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,43
CPV,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,44
CRI,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,45
CUB,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,46
CUW,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,47
CYM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,49
CYP,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,50
CZE,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,51
DEU,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,52
DJI,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,53
DMA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,54
DNK,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,55
DOM,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,56
DZA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,57
ECU,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,58
EGY,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,59
ERI,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,60
ESP,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,62
EST,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,63
ETH,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,64
FIN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,65
FJI,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,66
FRA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,67
FSM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,68
GAB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,69
GBR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,70
GEO,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,71
GHA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,72
GIB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,73
GIN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,74
GMB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,75
GNB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,76
GNQ,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,77
GRC,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,78
GRD,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,79
GTM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,81
GUM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,82
GUY,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,83
HKG,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,84
HND,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,85
HRV,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,86
HTI,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,87
HUN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,88
IDN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,89
IND,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,90
IRL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,91
IRN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,92
IRQ,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,93
ISL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,94
ISR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,95
ITA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,96
JAM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,97
JOR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,98
JPN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,99
KAZ,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,100
KEN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,101
KGZ,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,102
KHM,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,103
KIR,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,104
KNA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,105
KOR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,106
KWT,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,107
LAO,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,108
LBN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,109
LBR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,110
LBY,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,111
LCA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,112
LKA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,113
LSO,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,114
LTU,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,115
LUX,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,116
LVA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,117
MAC,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,118
MAR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,119
MDA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,120
MDG,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,121
MDV,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,122
MEX,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,123
MHL,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,124
MKD,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,125
MLI,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,126
MLT,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,127
MMR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,128
MNE,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,129
MNG,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,130
MOZ,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,132
MRT,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,133
MSR,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,134
MUS,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,135
MWI,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,136
MYS,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,137
NAM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,138
NCL,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,139
NER,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,140
NGA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,142
NIC,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,143
NLD,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,144
NOR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,145
NPL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,146
NRU,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,147
NZL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,148
OMN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,149
PAK,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,150
PAN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,151
PER,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,152
PHL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,153
PLW,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,154
PNG,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,155
POL,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,156
PRK,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,157
PRT,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,158
PRY,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,159
PYF,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,161
QAT,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,162
ROU,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,163
RUS,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,164
RWA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,165
S19,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,166
SAU,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,167
SDN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,168
SEN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,169
SGP,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,170
SLB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,171
SLE,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,172
SLV,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,173
SOM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,175
SPM,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,176
SRB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,177
STP,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,179
SUR,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,180
SVK,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,181
SVN,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,182
SWE,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,183
SWZ,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,184
SYC,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,186
SYR,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,187
TCA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,188
TCD,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,189
TGO,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,190
THA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,191
TJK,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,192
TKM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,194
TLS,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,195
TON,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,196
TTO,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,197
TUN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,198
TUR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,199
TUV,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,200
TZA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,201
UGA,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,202
UKR,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,203
URY,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,205
USA,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,206
UZB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,207
VCT,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,208
VEN,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,209
VGB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,210
VNM,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,211
VUT,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,212
WSM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,214
YEM,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,215
ZAF,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,216
ZMB,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,217
ZWE,2015,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,218
_X,2015,2674851578587.27,1374659064.0,0.0,28.614915010097288,21.041471584592312,219
ABW,2016,2983637430.1676,108727.0,0.0,21.816409007605277,11.596604629635184,0
AFG,2016,18116572395.0772,34700612.0,0.0,23.620092958303584,17.362267910467104,1
AGO,2016,59878249719.3279,29183070.0,0.0,24.815579166283197,17.189099338838567,2
AIA,2016,107415480500.0,18651931.0,0.0,25.399969972747947,16.741460291182065,3
ALB,2016,11988668784.6628,2689469.0,0.0,23.207227772771233,14.80485470614354,4
ARE,2016,381717086453.37,8935095.0,0.0,26.6679455597889,16.005497450782077,6
ARG,2016,557532320662.955,43900313.0,0.0,27.046786312885363,17.59743203063941,7
ARM,2016,10546136235.5219,2992300.0,0.0,23.079025396283583,14.911553214620781,8
ASM,2016,671000000.0,52245.0,0.0,20.32427969642627,10.863718611872649,9
ATG,2016,1489603703.7037,89969.0,0.0,21.12177595152997,11.407231560411164,10
AUS,2016,1211588128417.61,24190907.0,0.0,27.822953117783587,17.001487418053717,11
AUT,2016,393687359770.273,8736668.0,0.0,26.698822928135506,15.98303955370508,12
AZE,2016,37866996882.9157,9757812.0,0.0,24.357345775053272,16.093578855411227,13
BDI,2016,2618093125.14687,11239451.0,0.0,21.68571207528614,16.234940646792882,14
BEL,2016,474271566739.729,11331422.0,0.0,26.88504592019562,16.24309022088116,15
BEN,2016,11821065853.3838,11697842.0,0.0,23.193149018664688,16.27491502379742,16
BFA,2016,12833363045.3367,19334856.0,0.0,23.275314104868322,16.77742008708204,17
BGD,2016,265224515675.034,160811932.0,0.0,26.30384253320292,18.895746122154705,18
BGR,2016,53929397039.2106,6894139.0,0.0,24.71094156581789,15.746182333366534,19
BHR,2016,33884680851.0638,1423726.0,0.0,24.24622885692923,14.168788639091533,20
BHS,2016,11880900000.0,388055.0,0.0,23.198197905671375,12.868904938087761,21
BIH,2016,17116926553.8513,3473003.0,0.0,23.563333667878478,15.060530483467558,22
BLR,2016,47723545321.259,9469379.0,0.0,24.588690725680046,16.06357399311405,23
BLZ,2016,2239604950.0,364705.0,0.0,21.52956532609919,12.806846828539697,24
BMU,2016,6899911000.0,63449.0,0.0,22.65477435006064,11.058007473142533,25
BOL,2016,33941126193.9219,11180020.0,0.0,24.2478932781384,16.229638904043668,26
BRA,2016,1795693265999.04,203218114.0,0.0,28.216412283917645,19.129790418317146,27
BRB,2016,5674600000.0,279598.0,0.0,22.45926591342445,12.541111712797486,28
BRN,2016,11400266044.6651,427564.0,0.0,23.156902529413593,12.965861602584637,29
BTN,2016,2357504760.78592,747866.0,0.0,21.580869592315413,13.524980433660359,30
BWA,2016,15082637184.0496,2234776.0,0.0,23.436810063881758,14.619652004765468,31
CAF,2016,1825018144.65595,4713663.0,0.0,21.324855766756613,15.365976082890791,32
CAN,2016,1527994741907.43,36110803.0,0.0,28.05497736550755,17.402102658306244,33
CHE,2016,687895460902.713,8373338.0,0.0,27.256902716973855,15.940563287647526,34
CHL,2016,249344863928.438,18267221.0,0.0,26.24210277088978,16.720618864247875,35
CHN,2016,11456024084962.0,1387790000.0,0.0,30.06953682853316,21.050978391475102,36
CIV,2016,48407761036.8238,25989405.0,0.0,24.60292598983514,17.073199551412287,37
CMR,2016,33814337044.3765,23454161.0,0.0,24.244150722439606,16.97055852111667,38
COD,2016,38600224214.4728,83956415.0,0.0,24.37652392209133,18.245808365011783,39
COG,2016,10931328150.8478,5222536.0,0.0,23.114898646102798,15.468493857117297,40
COL,2016,282720100286.228,47437512.0,0.0,26.367723200240526,17.67492388716488,42
COM,2016,1012835493.19325,741741.0,0.0,20.73601965434955,13.516756752789885,43
CPV,2016,1849789985.99572,512554.0,0.0,21.338337949049848,13.147163301309806,44
CRI,2016,58847019609.6549,4866998.0,0.0,24.79820702554111,15.39798808335019,45
CUB,2016,91370407900.0,11265612.0,0.0,25.23818749822409,16.237265546701742,46
CUW,2016,3024690188.01683,159664.0,0.0,21.830074506330313,11.980833149257101,47
CYM,2016,4909322200.00212,63100.0,0.0,22.314401724621387,11.052491896264268,49
CYP,2016,21046462280.5979,1237112.0,0.0,23.769998320318766,14.028290997242884,50
CZE,2016,198160659303.939,10566332.0,0.0,26.012343949256312,16.17318337239376,51
DEU,2016,3536787895179.0,82348669.0,0.0,28.894240056918093,18.226472863880694,52
DJI,2016,2604955228.70117,1037653.0,0.0,21.680681325708917,13.852472953806734,53
DMA,2016,612711111.111111,69606.0,0.0,20.233404113831586,11.150620415977857,54
DNK,2016,312181849372.233,5728010.0,0.0,26.466851705519716,15.560878908011835,55
DOM,2016,75552902635.7075,10551430.0,0.0,25.048098945002675,16.17177204849853,56
DZA,2016,180763839522.151,40850721.0,0.0,25.920457262263852,17.5254350535327,57
ECU,2016,97671433000.0,16505139.0,0.0,25.304874958162607,16.619182405511555,58
EGY,2016,332441717791.411,101644589.0,0.0,26.529730396843284,18.43699287478265,59
ERI,2016,107415480500.0,3124698.0,0.0,25.399969972747947,14.95484851651357,60
ESP,2016,1243015667917.12,46458139.0,0.0,27.84856153329974,17.65406225006691,62
EST,2016,24561027787.7896,1315790.0,0.0,23.9244267874275,14.089948563665361,63
ETH,2016,68475871209.607,106718162.0,0.0,24.949747275061085,18.485701926715073,64
FIN,2016,238777818792.608,5495303.0,0.0,26.198799328026755,15.519404467310524,65
FJI,2016,4930213644.36653,919166.0,0.0,22.318648159836187,13.731223104088945,66
FRA,2016,2470407619777.13,66724104.0,0.0,28.535404281203025,18.01607683990151,67
FSM,2016,325000000.0,109075.0,0.0,19.599335743370936,11.599800165953452,68
GAB,2016,14023890265.3665,2100306.0,0.0,23.36402815983183,14.557594082485055,69
GBR,2016,2706807606538.73,65607000.0,0.0,28.62679105146003,17.999192970780847,70
GEO,2016,15444548901.9637,3727505.0,0.0,23.460521956219257,15.131249935277683,71
GHA,2016,56144179397.8516,29356742.0,0.0,24.751188851116513,17.195032822314534,72
GIB,2016,107415480500.0,33658.0,0.0,25.399969972747947,10.424035758450241,73
